customer_id,annual_income,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,type_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,snapshot_date,credit_history_age
cus_0x2567,34239.07,,,,,0,"",,11,7.83,,good,504.44,,no,,333.7757777178372,low_spent_small_value_payments,247.84980561549614,2023-05-01,
cus_0x2568,20707.77,,,,,5,"auto loan, mortgage loan, not specified, student loan, payday loan",,11,14.3,,standard,1520.82,,yes,,70.43075825753213,low_spent_medium_value_payments,292.0049046262095,2024-09-01,
cus_0x2584,59971.42,,,,,3,"debt consolidation loan, home equity loan, student loan",,20,-4.48,,standard,203.03,,no,,66.87314027472985,high_spent_medium_value_payments,594.2514517628695,2023-09-01,
cus_0x258b,66502.76,,,,,2,"mortgage loan, personal loan",,10,7.06,,good,276.91,,no,,149.12928306433614,high_spent_medium_value_payments,558.7602092882296,2023-05-01,
cus_0x2590,14455.15,,,,,0,"",,16,10.56,,standard,1028.5,,yes,,23.056051608523866,high_spent_large_value_payments,308.20353172480947,2023-07-01,
cus_0x259a,27865.26,,,,,1,student loan,,18,19.05,,standard,635.59,,yes,,117.03365813386696,low_spent_small_value_payments,415.8783985445714,2024-07-01,
cus_0x25a5,28941.24,,,,,4,"credit-builder loan, not specified, student loan, mortgage loan",,9,8.59,,good,562.01,,no,,77.91897950722617,high_spent_medium_value_payments,344.73625246591035,2023-06-01,
cus_0x25b0,8819.74,,,,,5,"auto loan, student loan, payday loan, personal loan, debt consolidation loan",,,31.26,,bad,4084.61,,nm,,85.08991189444824,low_spent_medium_value_payments,259.4032441203448,2024-03-01,
cus_0x25cd,67512.6,,,,,3,"student loan, credit-builder loan, home equity loan",,9,13.48,,standard,2342.79,,yes,,270.97280409049597,low_spent_small_value_payments,510.43825886906427,2024-02-01,
cus_0x25ce,31253.18,,,,,3,"home equity loan, personal loan, payday loan",,10,5.83,,good,342.3,,no,,109.8503132106613,high_spent_small_value_payments,351.3279759274621,2023-08-01,
cus_0x25d8,43508.74,,,,,2,"debt consolidation loan, credit-builder loan",,10,6.17,,unknown,54.17,,no,,,high_spent_medium_value_payments,426.416388194192,2023-02-01,
cus_0x25ed,,,,,,2,"payday loan, mortgage loan",,8,13.82,,standard,997.45,,yes,,148.71827141527226,high_spent_medium_value_payments,496.9384724590085,2023-03-01,
cus_0x25f1,163083.08,,,,,1,credit-builder loan,,,9.38,,good,799.18,,no,,298.3915362256389,high_spent_large_value_payments,1209.0852202258025,2023-08-01,
cus_0x25f2,78426.52,,,,,0,"",,9,7.66,,unknown,1221.49,,yes,,137.06981132283286,high_spent_small_value_payments,761.2845220105006,2025-01-01,
cus_0x25f7,,,,,,4,"personal loan, credit-builder loan, payday loan, mortgage loan",,10,7.36,,good,1261.43,,nm,,317.5749390456422,high_spent_medium_value_payments,471.3597393975903,2024-09-01,
cus_0x25f8,15686.54,,,,,3,"auto loan, debt consolidation loan, credit-builder loan",,11,16.119999999999994,,standard,1657.45,,yes,,124.55819347162327,low_spent_small_value_payments,266.38824531906846,2024-05-01,
cus_0x25fd,80362.35,,,,,4,"student loan, payday loan, mortgage loan, credit-builder loan",,11,1.16,,standard,,,yes,,273.0731424126497,high_spent_medium_value_payments,501.4013257369722,2023-12-01,
cus_0x260b,,,,,,2,"not specified, home equity loan",,15,12.53,,unknown,2345.24,,yes,,193.1447697858849,low_spent_medium_value_payments,682.7648259869602,2024-05-01,
cus_0x2611,17919.005,,,,,0,"",,2,2.4399999999999995,,good,69.03,,no,,197.55398805003185,unknown,238.87105361663487,2023-06-01,
cus_0x2617,179072.36,,,,,4,"mortgage loan, auto loan, personal loan, home equity loan",,14,8.82,,good,269.2,,no,,1977.326102249349,low_spent_small_value_payments,329.48559341475965,2023-06-01,
cus_0x262e,8983.565,,,,,2,"credit-builder loan, auto loan",,16,11.25,,standard,1270.65,,yes,,61.96396626725515,low_spent_small_value_payments,282.71395042235764,2023-03-01,
cus_0x2637,29090.5,,,,,4,"not specified, mortgage loan, personal loan, debt consolidation loan",,16,13.07,,unknown,1612.7,,yes,,46.44650099978903,high_spent_large_value_payments,373.334601048698,2023-09-01,
cus_0x2646,7807.285,,,,,1,debt consolidation loan,,20,16.31,,standard,692.63,,yes,,75.0180777757185,low_spent_small_value_payments,267.87155547223244,2024-03-01,
cus_0x2647,18618.23,,,,,4,"credit-builder loan, mortgage loan, auto loan, payday loan",,9,8.88,,standard,2574.41,,yes,,87.09017283583637,low_spent_large_value_payments,292.63455860044576,2024-06-01,
cus_0x264a,,,,,,4,"personal loan, home equity loan, not specified, auto loan",,13,18.1,,unknown,2575.62,,yes,,185.46889930307182,low_spent_small_value_payments,212.51266400427,2024-08-01,
cus_0x264b,,,,,,0,"",,,3.93,,good,1292.62,,no,,79.04134979465955,high_spent_large_value_payments,1080.1029002053403,2023-11-01,
cus_0x2659,62200.6,,,,,2,"student loan, debt consolidation loan",,24,1.54,,bad,1309.87,,yes,,128.44835362451158,high_spent_large_value_payments,569.3757583562007,2023-12-01,
cus_0x2662,35134.51,,,,,3,"debt consolidation loan, mortgage loan, home equity loan",,17,3.16,,standard,1359.56,,nm,,44.34095243111704,unknown,442.2401792962788,2023-07-01,
cus_0x268f,65448.14,,,,,2,"debt consolidation loan, not specified",,10,0.66,,unknown,391.31,,no,,525.1575922972481,low_spent_medium_value_payments,180.68821578066658,2024-07-01,
cus_0x2692,20758.37,,,,,2,"home equity loan, not specified",,8,9.91,,unknown,1328.24,,no,,94.37317898224785,low_spent_medium_value_payments,277.8082676733528,2024-08-01,
cus_0x2696,14982.63,,,,,5,"student loan, auto loan, home equity loan, debt consolidation loan, personal loan",,19,17.16,,standard,2291.45,,nm,,128.15267946363164,low_spent_small_value_payments,221.57724046230092,2024-11-01,
cus_0x2697,98796.84,,,,,2,"auto loan, mortgage loan",,2,4.31,,good,324.1,,no,,241.9845135329512,high_spent_medium_value_payments,718.339105783117,2025-01-01,
cus_0x269a,131865.0,,,,,2,"home equity loan, auto loan",,10,10.65,,good,602.02,,nm,,209.3176351041933,high_spent_large_value_payments,957.3494557758528,2024-10-01,
cus_0x269c,77874.09,,,,,2,"auto loan, debt consolidation loan",,20,11.77,,standard,,,yes,,434.55510058792737,low_spent_small_value_payments,406.02792231105934,2024-08-01,
cus_0x26a9,15155.01,,,,,5,"student loan, auto loan, mortgage loan, home equity loan, not specified",,22,7.7,,bad,2525.42,,yes,,109.46358168057976,low_spent_large_value_payments,245.03704880153492,2023-07-01,
cus_0x26ac,90487.96,,,,,4,"not specified, student loan, mortgage loan, payday loan",,13,15.62,,standard,1416.61,,yes,,393.594529206502,low_spent_large_value_payments,127.11011269575441,2024-10-01,
cus_0x26b0,,,,,,4,"mortgage loan, auto loan, credit-builder loan, home equity loan",,9,19.9,,unknown,1555.23,,yes,,82.97042248602406,high_spent_small_value_payments,270.82927743327997,2025-01-01,
cus_0x26b1,160052.2,,,,,2,"not specified, student loan",,8,0.51,,good,1118.35,,no,,833.6731793514674,high_spent_small_value_payments,576.5303464985094,2024-11-01,
cus_0x26c6,30404.4,,,,,4,"home equity loan, personal loan, student loan, not specified",,21,8.69,,bad,1672.39,,yes,,183.473535779676,unknown,273.9636113563153,2023-12-01,
cus_0x26d0,56705.7,,,,,2,"credit-builder loan, auto loan",,6,11.4,,good,207.43,,no,,67.73572877016764,unknown,616.5365529116816,2023-05-01,
cus_0x26d7,21623.465,,,,,2,"student loan, payday loan",,10,6.65,,good,569.26,,no,,66.12125794974452,low_spent_medium_value_payments,357.2383841977416,2023-06-01,
cus_0x26da,16833.105,,,,,4,"payday loan, personal loan, auto loan, home equity loan",,14,7.99,,good,35.71,,no,,92.5927476457382,low_spent_small_value_payments,299.98018908943334,2023-01-01,
cus_0x26eb,13999.185,,,,,1,personal loan,,15,-0.4500000000000002,,standard,16.3,,yes,,47.85500458026053,low_spent_medium_value_payments,314.4422857154136,2024-12-01,
cus_0x26f2,9221.745,,,,,6,"payday loan, auto loan, personal loan, home equity loan, credit-builder loan, student loan",,17,2.26,,unknown,2546.6,,yes,,40.39243009534373,unknown,264.3492214293649,2024-05-01,
cus_0x26f5,41547.99,,,,,2,"debt consolidation loan, auto loan",,8,11.38,,unknown,1156.82,,no,,50.40258834975352,high_spent_medium_value_payments,440.03068696160483,2024-05-01,
cus_0x26fd,178328.88,,,,,0,"",,8,7.55,,good,708.22,,no,,1166.24264451994,low_spent_medium_value_payments,590.9313554800601,2023-03-01,
cus_0x2709,67556.8,,,,,3,"student loan, credit-builder loan, auto loan",,18,19.44,,standard,762.85,,yes,,626.6379814263612,low_spent_small_value_payments,133.68671593511002,2024-11-01,
cus_0x271b,69324.2,,,,,1,debt consolidation loan,,1,5.02,,unknown,155.04,,no,,348.4306746584569,low_spent_medium_value_payments,467.28975019845683,2023-09-01,
cus_0x272a,29633.99,,,,,2,"not specified, mortgage loan",,,9.95,,standard,113.42,,yes,,120.9769153686524,high_spent_small_value_payments,343.84698822998865,2024-04-01,
cus_0x272c,,,,,,3,"payday loan, debt consolidation loan, personal loan",,18,12.33,,standard,1259.3,,yes,,53.87624398270618,low_spent_medium_value_payments,309.33022609591205,2023-10-01,
cus_0x2734,14135.23,,,,,7,"auto loan, personal loan, student loan, credit-builder loan, not specified, home equity loan, mortgage loan",,25,29.49,,bad,4671.72,,yes,,61.6233719451873,low_spent_large_value_payments,281.72972203101375,2023-10-01,
cus_0x273e,42811.36,,,,,2,"personal loan, not specified",,12,,,standard,742.29,,no,,463.5864770979972,low_spent_small_value_payments,134.36790642293977,2024-12-01,
cus_0x2746,16105.7,,,,,2,"credit-builder loan, auto loan",,17,19.95,,standard,640.77,,nm,,104.4402995533302,low_spent_medium_value_payments,272.6455664143151,2023-09-01,
cus_0x2747,,,,,,4,"credit-builder loan, payday loan, home equity loan, mortgage loan",,24,5.59,,unknown,2870.09,,yes,,0.0,high_spent_large_value_payments,265.15718266124486,2023-03-01,
cus_0x275c,14535.49,,,,,5,"debt consolidation loan, student loan, home equity loan, payday loan, mortgage loan",,18,20.4,,unknown,3607.6,,yes,,41.77173881264872,low_spent_small_value_payments,295.01825857790925,2023-06-01,
cus_0x2761,21129.93,,,,,4,"debt consolidation loan, home equity loan, mortgage loan, credit-builder loan",,,9.82,,standard,611.4,,no,,98.414687043695,low_spent_large_value_payments,316.07311204192274,2023-08-01,
cus_0x277a,18796.03,,,,,5,"mortgage loan, not specified, student loan, personal loan, credit-builder loan",,18,28.03,,bad,3051.99,,yes,,176.53990605805168,low_spent_small_value_payments,219.5152548650611,2024-02-01,
cus_0x277e,86097.54000000001,,,,,2,"home equity loan, student loan",,5,,,unknown,10.29,,no,,249.13861358191247,high_spent_medium_value_payments,592.7368111927913,2024-07-01,
cus_0x278b,88406.34,,,,,4,"home equity loan, not specified, personal loan, payday loan",,0,4.0600000000000005,,good,1273.15,,no,,457.1300767357337,low_spent_medium_value_payments,291.95257341950736,2024-09-01,
cus_0x278f,14646.28,,,,,5,"credit-builder loan, payday loan, not specified, auto loan, personal loan",,19,8.96,,standard,522.36,,nm,,101.75413907624252,low_spent_medium_value_payments,251.24830040927338,2024-12-01,
cus_0x2796,8329.915,,,,,6,"debt consolidation loan, mortgage loan, auto loan, personal loan, payday loan, not specified",,19,0.79,,unknown,2308.1,,yes,,24.611580179629012,low_spent_small_value_payments,241.30730546850467,2023-03-01,
cus_0x279f,88968.9,,,,,4,"student loan, not specified, mortgage loan, auto loan",,14,21.93,,standard,375.83,,yes,,250.8671037296728,low_spent_small_value_payments,466.1719860994452,2023-04-01,
cus_0x27a9,77264.92,,,,,5,"credit-builder loan, home equity loan, mortgage loan, payday loan, not specified",,,19.84,,unknown,4801.02,,yes,,566.5413688147917,low_spent_medium_value_payments,13.760476911510866,2023-08-01,
cus_0x27ab,134993.79,,,,,3,"debt consolidation loan, student loan, personal loan",,10,10.64,,unknown,,,no,,1030.3044715669494,low_spent_small_value_payments,125.10566137731928,2024-03-01,
cus_0x27ae,120061.95,,,,,2,"debt consolidation loan, personal loan",,7,5.39,,good,803.03,,no,,854.4697650099974,low_spent_medium_value_payments,283.3095575601826,2023-02-01,
cus_0x27b9,28356.18,,,,,6,"payday loan, personal loan, home equity loan, debt consolidation loan, mortgage loan, not specified",,23,16.0,,bad,4157.2,,yes,,29.147123157747675,high_spent_large_value_payments,312.65593372051234,2024-11-01,
cus_0x27d5,34872.34,,,,,2,"student loan, payday loan",,15,4.7,,unknown,1375.96,,no,,354.9705041177823,low_spent_small_value_payments,177.56833101897809,2023-10-01,
cus_0x27fa,31280.63,,,,,1,home equity loan,,8,9.15,,standard,385.83,,yes,,192.112458285152,low_spent_small_value_payments,326.46231891256616,2024-09-01,
cus_0x27fb,78477.18000000001,,,,,2,"auto loan, credit-builder loan",,18,7.35,,unknown,1197.91,,yes,,156.86183714163758,high_spent_large_value_payments,601.0970760181673,2023-08-01,
cus_0x2808,43279.04,,,,,3,"mortgage loan, not specified, student loan",,11,2.57,,unknown,363.33,,no,,70.10285069851753,high_spent_medium_value_payments,407.5691654243184,2024-04-01,
cus_0x2811,19328.71,,,,,2,"student loan, credit-builder loan",,4,7.27,,good,160.03,,no,,57.89038239962823,high_spent_medium_value_payments,314.30737064146734,2024-05-01,
cus_0x2813,15015.4,,,,,1,debt consolidation loan,,8,5.04,,good,330.17,,no,,162.57530838511798,low_spent_small_value_payments,237.06729038214257,2024-04-01,
cus_0x2816,,,,,,4,"credit-builder loan, home equity loan, auto loan, payday loan",,18,9.92,,bad,2264.21,,yes,,412.96758299358635,low_spent_large_value_payments,27.508994158636824,2024-06-01,
cus_0x2825,,,,,,0,"",,19,17.5,,unknown,730.35,,yes,,45.9820206235463,high_spent_small_value_payments,406.4143127097871,2024-02-01,
cus_0x2827,144546.72,,,,,2,"payday loan, not specified",,7,6.08,,unknown,1045.11,,no,,226.50893584179911,unknown,1057.4585075394102,2024-08-01,
cus_0x282a,7360.56,,,,,1,home equity loan,,5,12.49,,unknown,2534.17,,nm,,74.35995962058513,low_spent_small_value_payments,291.13587048703016,2023-05-01,
cus_0x2847,97515.78,,,,,0,"",,9,9.15,,standard,154.94,,yes,,141.97919023622856,high_spent_large_value_payments,904.6523097637713,2023-03-01,
cus_0x284f,9620.965,,,,,2,"auto loan, mortgage loan",,17,3.7,,bad,1355.28,,yes,,10.602163743770618,high_spent_large_value_payments,297.99667882211827,2023-02-01,
cus_0x2858,123936.16,,,,,0,"",,15,8.46,,standard,738.13,,nm,,1060.434003610256,unknown,275.36732972307755,2023-10-01,
cus_0x2869,82146.63,,,,,3,"student loan, personal loan, auto loan",,9,2.46,,good,804.62,,no,,374.25205473424745,low_spent_medium_value_payments,454.5101201869982,2024-08-01,
cus_0x286a,83218.0,,,,,5,"auto loan, mortgage loan, not specified, student loan, credit-builder loan",,25,12.84,,bad,2159.69,,yes,,256.9134672660574,high_spent_medium_value_payments,443.20622139356897,2023-12-01,
cus_0x2876,34308.05,,,,,4,"not specified, student loan, payday loan, debt consolidation loan",,17,11.68,,standard,1101.13,,yes,,146.30949735173496,low_spent_small_value_payments,340.842461863249,2024-04-01,
cus_0x2877,80591.2,,,,,2,"student loan, auto loan",,8,9.62,,unknown,2024.84,,yes,,565.2692953119252,low_spent_medium_value_payments,262.22678032987403,2024-11-01,
cus_0x287f,19338.105,,,,,2,"debt consolidation loan, personal loan",,10,9.85,,good,921.21,,no,,133.79526276523995,low_spent_small_value_payments,294.36495412521947,2023-02-01,
cus_0x2887,70137.0,,,,,1,personal loan,,5,9.43,,unknown,1416.96,,yes,,362.708913867922,low_spent_large_value_payments,444.7708482242138,2024-10-01,
cus_0x288b,109655.25,,,,,0,"",,1,8.27,,good,1234.63,,no,,681.8660391438442,low_spent_small_value_payments,539.5277108561559,2023-08-01,
cus_0x288d,30748.93,,,,,2,"payday loan, home equity loan",,3,4.21,,unknown,860.97,,no,,269.9842239201228,low_spent_small_value_payments,233.52908542645082,2023-10-01,
cus_0x2890,71015.06999999999,,,,,4,"not specified, auto loan, payday loan, debt consolidation loan",,,10.16,,unknown,1244.36,,yes,,,low_spent_medium_value_payments,470.0711095578733,2023-08-01,
cus_0x28a3,88481.16,,,,,0,"",,12,13.29,,standard,1343.5,,yes,,545.3324336538254,low_spent_medium_value_payments,442.9105663461746,2024-03-01,
cus_0x28a7,69502.12,,,,,2,"personal loan, not specified",,9,7.86,,standard,1065.78,,yes,,109.24797890689838,high_spent_large_value_payments,608.1551379726955,2023-07-01,
cus_0x28b5,23404.86,,,,,0,"",,17,,,standard,35.54,,yes,,86.55597978430912,low_spent_small_value_payments,393.3845202156908,2024-06-01,
cus_0x28ba,103044.24,,,,,2,"personal loan, home equity loan",,17,11.93,,standard,1196.09,,yes,,105.42566949252532,unknown,868.8484659589959,2023-08-01,
cus_0x28c4,14066.03,,,,,4,"personal loan, auto loan, not specified, student loan",,19,16.42,,bad,4965.47,,yes,,127.35898342949216,low_spent_small_value_payments,246.45337193178088,2025-01-01,
cus_0x28cb,128423.36,,,,,5,"home equity loan, credit-builder loan, mortgage loan, personal loan, not specified",,10,17.32,,standard,527.06,,yes,,416.8898458308149,high_spent_medium_value_payments,622.2397524499141,2024-06-01,
cus_0x28d8,179193.76,,,,,1,debt consolidation loan,,5,6.85,,good,449.65,,no,,603.8099775902358,low_spent_medium_value_payments,1079.5540642418941,2023-07-01,
cus_0x28e1,34526.09,,,,,3,"not specified, personal loan, home equity loan",,14,14.74,,standard,938.23,,yes,,190.65495974591943,low_spent_large_value_payments,300.005474336274,2024-11-01,
cus_0x28e7,10395.46,,,,,7,"personal loan, student loan, credit-builder loan, home equity loan, debt consolidation loan, mortgage loan, payday loan",,25,15.39,,unknown,1781.57,,yes,,35.01792737904684,high_spent_medium_value_payments,262.0765228463606,2024-07-01,
cus_0x28ef,34406.64,,,,,5,"debt consolidation loan, personal loan, payday loan, home equity loan, mortgage loan",,14,23.29,,standard,1598.71,,yes,,176.98719376321628,low_spent_large_value_payments,250.39842804340668,2024-09-01,
cus_0x28f1,54262.34,,,,,5,"student loan, mortgage loan, credit-builder loan, personal loan, home equity loan",,14,11.16,,standard,456.99,,yes,,432.755067437601,low_spent_large_value_payments,35.07499570811893,2024-02-01,
cus_0x28f3,56038.28,,,,,2,"personal loan, credit-builder loan",,14,8.03,,good,264.52,,no,,83.96730212520156,high_spent_medium_value_payments,575.8973305602418,2024-06-01,
cus_0x28f5,88073.68,,,,,4,"payday loan, mortgage loan, credit-builder loan, not specified",,15,10.67,,good,1482.24,,no,,56.41657791604269,high_spent_large_value_payments,680.5318351383188,2024-07-01,
cus_0x2910,58184.67,,,,,2,"student loan, mortgage loan",,12,7.36,,unknown,309.14,,yes,,127.77538713188896,high_spent_small_value_payments,476.93832428897275,2023-07-01,
cus_0x2912,108143.55,,,,,5,"home equity loan, payday loan, auto loan, credit-builder loan, mortgage loan",,10,12.09,,standard,,,yes,,85.52972896079709,high_spent_large_value_payments,590.5921824134543,2023-11-01,
cus_0x2916,99100.29,,,,,1,student loan,,10,8.19,,standard,696.74,,yes,,136.1654730187453,high_spent_large_value_payments,856.2892319680831,2024-05-01,
cus_0x2924,48151.86,,,,,4,"credit-builder loan, auto loan, payday loan, debt consolidation loan",,9,14.94,,unknown,2083.32,,yes,,40.47188977136377,high_spent_large_value_payments,528.5704686229424,2023-10-01,
cus_0x292b,84074.88,,,,,4,"student loan, debt consolidation loan, payday loan, mortgage loan",,3,2.87,,good,396.97,,no,,,high_spent_large_value_payments,646.6287223313398,2025-01-01,
cus_0x292d,37261.78,,,,,1,not specified,,1,10.72,,good,1106.94,,no,,93.16839351449995,low_spent_medium_value_payments,493.9828725616536,2023-01-01,
cus_0x2934,40067.1,,,,,1,debt consolidation loan,,8,10.33,,unknown,1109.77,,no,,85.665013946601,high_spent_medium_value_payments,469.2646328868171,2024-06-01,
cus_0x2947,37071.2,,,,,4,"home equity loan, debt consolidation loan, personal loan, payday loan",,8,11.56,,good,869.99,,no,,53.602383645038,high_spent_small_value_payments,432.33401163666963,2024-10-01,
cus_0x294d,19480.04,,,,,4,"auto loan, not specified, debt consolidation loan, mortgage loan",,13,,,unknown,2552.49,,yes,,46.45839147189352,low_spent_large_value_payments,263.78252784927344,2024-03-01,
cus_0x2950,33185.6,,,,,1,home equity loan,,6,5.5,,good,1340.52,,no,,169.46996830857566,high_spent_small_value_payments,336.39730457661005,2023-05-01,
cus_0x2951,19441.41,,,,,2,"mortgage loan, debt consolidation loan",,22,3.43,,bad,2577.35,,yes,,108.28520041414923,low_spent_medium_value_payments,299.10303827793905,2023-02-01,
cus_0x2954,22443.96,,,,,4,"mortgage loan, payday loan, personal loan, home equity loan",,19,,,standard,429.65,,yes,,183.62223387658318,low_spent_small_value_payments,266.563708639304,2024-01-01,
cus_0x2958,130045.95,,,,,3,"payday loan, personal loan, student loan",,2508,9.99,,unknown,689.42,,no,,1311.486186238766,low_spent_small_value_payments,700.1811164518425,2023-10-01,
cus_0x2959,38095.16,,,,,2,"credit-builder loan, not specified",,12,8.62,,standard,,,yes,,132.27658930603255,high_spent_medium_value_payments,396.72206012885636,2024-03-01,
cus_0x2963,82859.08,,,,,3,"payday loan, home equity loan, not specified",,6,6.43,,unknown,182.89,,no,,333.53193215304884,low_spent_medium_value_payments,479.84069697404055,2024-12-01,
cus_0x296f,125271.96,,,,,3,"mortgage loan, debt consolidation loan, auto loan",,10,12.44,,good,827.56,,no,,99.1009931641208,high_spent_large_value_payments,937.2661216421296,2023-03-01,
cus_0x2976,30155.09,,,,,3,"payday loan, mortgage loan, auto loan",,19,9.75,,standard,972.35,,yes,,196.1420616411499,unknown,240.54099739795763,2023-05-01,
cus_0x2982,33580.53,,,,,1,mortgage loan,,17,7.7799999999999985,,unknown,517.32,,nm,,309.43889106791715,low_spent_small_value_payments,221.28143945241484,2024-01-01,
cus_0x298e,62636.06999999999,,,,,3,"payday loan, credit-builder loan, mortgage loan",,18,17.52,,unknown,1050.84,,nm,,64.25648807158933,high_spent_large_value_payments,587.680889007175,2023-06-01,
cus_0x298f,30365.13,,,,,3,"payday loan, not specified, home equity loan",,3,7.68,,good,1224.77,,no,,,low_spent_medium_value_payments,256.29547071997047,2024-09-01,
cus_0x2996,41027.94,,,,,1,payday loan,,,1.52,,good,698.33,,no,,131.7037493199668,unknown,404.366637739024,2024-09-01,
cus_0x2997,64514.31,,,,,3,"student loan, payday loan, debt consolidation loan",,8,12.88,,standard,374.51,,yes,,90.86337817913723,high_spent_medium_value_payments,596.4525531545387,2023-06-01,
cus_0x299d,64159.53,,,,,3,"mortgage loan, home equity loan, payday loan",,12,19.9,,standard,795.79,,yes,,177.9010820331264,high_spent_small_value_payments,358.4444220099108,2023-04-01,
cus_0x29ae,75723.81,,,,,0,"",,20,-0.040000000000000036,,good,1198.09,,no,,211.85030025503812,high_spent_medium_value_payments,652.2814497449621,2024-11-01,
cus_0x29bf,42870.09,,,,,4,"debt consolidation loan, mortgage loan, home equity loan, credit-builder loan",,20,20.02,,unknown,840.82,,yes,,81.79727358708037,high_spent_medium_value_payments,439.83046969300614,2024-08-01,
cus_0x29cd,17818.53,,,,,2,"home equity loan, credit-builder loan",,6,8.6,,good,1452.64,,no,,109.52073958014844,low_spent_small_value_payments,297.0053179607941,2023-12-01,
cus_0x29d2,34861.12,,,,,0,"",,18,6.18,,good,748.76,,no,,254.312451332532,low_spent_medium_value_payments,290.0968820008014,2024-06-01,
cus_0x29dd,,,,,,4,"debt consolidation loan, payday loan, not specified, home equity loan",,8,11.78,,standard,1300.39,,yes,,82.63816367464614,high_spent_medium_value_payments,381.801172514968,2023-04-01,
cus_0x29e0,62237.13,,,,,5,"personal loan, student loan, payday loan, debt consolidation loan, not specified",,20,11.76,,standard,2547.59,,yes,,185.47797328433515,low_spent_small_value_payments,430.63544702461417,2023-10-01,
cus_0x29e7,10203.99,,,,,3,"credit-builder loan, home equity loan, student loan",,8,8.53,,standard,1710.59,,yes,,,low_spent_large_value_payments,306.13106270624473,2024-05-01,
cus_0x29fa,35248.41,,,,,4,"payday loan, debt consolidation loan, not specified, personal loan",,18,8.0,,standard,430.56,,yes,,61.67284117235084,high_spent_large_value_payments,350.0673758853181,2023-08-01,
cus_0x29fd,7709.625,,,,,5,"personal loan, mortgage loan, credit-builder loan, debt consolidation loan, not specified",,18,12.01,,unknown,2518.98,,yes,,0.0,high_spent_large_value_payments,272.6830922246957,2024-05-01,
cus_0x29ff,33254.2,,,,,0,"",,3,6.94,,good,67.51,,no,,89.70796634778183,low_spent_large_value_payments,486.51036698555146,2024-05-01,
cus_0x2a06,35917.12,,,,,3,"mortgage loan, payday loan, home equity loan",,,5.39,,bad,1523.8,,yes,,174.23373165835812,low_spent_large_value_payments,265.74289584217223,2024-01-01,
cus_0x2a08,20039.58,,,,,5,"mortgage loan, student loan, credit-builder loan, not specified, home equity loan",,18,2.28,,bad,2507.45,,yes,,24.952821017759486,high_spent_large_value_payments,337.30514535719027,2023-05-01,
cus_0x2a09,10296.705,,,,,5,"not specified, payday loan, personal loan, home equity loan, auto loan",,,25.58,,unknown,3632.53,,nm,,39.93788104436249,high_spent_small_value_payments,294.5292112318961,2023-11-01,
cus_0x2a11,167787.16,,,,,2,"personal loan, not specified",,,8.56,,good,1357.9,,no,,275.0778574890321,high_spent_large_value_payments,946.5764380852953,2025-01-01,
cus_0x2a23,38760.82,,,,,3,"personal loan, debt consolidation loan, mortgage loan",,8,6.74,,good,468.18,,no,,368.7411300303578,low_spent_small_value_payments,167.74719616366704,2024-01-01,
cus_0x2a27,20334.43,,,,,2,"personal loan, not specified",,11,17.79,,unknown,2400.74,,yes,,37.015655955032464,low_spent_small_value_payments,267.44465946688666,2024-02-01,
cus_0x2a2e,81435.0,,,,,2,"mortgage loan, personal loan",,17,19.21,,standard,1762.75,,yes,,64.19876649195726,high_spent_large_value_payments,741.586255076259,2024-04-01,
cus_0x2a30,62231.34,,,,,2,"debt consolidation loan, payday loan",,12,4.64,,unknown,551.4,,no,,,low_spent_small_value_payments,95.41955336480756,2024-02-01,
cus_0x2a36,99990.78,,,,,1,personal loan,,3,8.87,,unknown,155.2,,no,,548.8422851859837,low_spent_large_value_payments,501.50978831123405,2024-02-01,
cus_0x2a3a,15704.0,,,,,6,"not specified, payday loan, home equity loan, credit-builder loan, student loan, auto loan",,21,1.33,,unknown,2617.78,,yes,,59.515406034746036,high_spent_small_value_payments,283.54460547461105,2023-04-01,
cus_0x2a45,8459.02,,,,,3,"debt consolidation loan, mortgage loan, not specified",,22,10.36,,standard,789.89,,yes,,33.929658966480226,low_spent_small_value_payments,336.9680174472258,2024-08-01,
cus_0x2a5d,95610.81,,,,,4,"student loan, not specified, debt consolidation loan, auto loan",,,17.43,,standard,383.55,,yes,,435.2926343088889,high_spent_small_value_payments,374.6445701639871,2024-11-01,
cus_0x2a69,96604.14,,,,,0,"",,5,5.88,,good,411.28,,no,,279.30418125857454,high_spent_medium_value_payments,793.0303187414256,2023-08-01,
cus_0x2a70,9759.375,,,,,6,"personal loan, student loan, not specified, mortgage loan, auto loan, payday loan",,21,1.85,,unknown,4342.44,,yes,,38.504903582771774,low_spent_medium_value_payments,266.88403220937687,2024-01-01,
cus_0x2a77,17015.66,,,,,6,"student loan, debt consolidation loan, home equity loan, personal loan, not specified, credit-builder loan",,,11.41,,standard,1987.47,,yes,,64.89123253401114,high_spent_small_value_payments,246.60015529933486,2023-04-01,
cus_0x2a83,140794.6,,,,,3,"home equity loan, student loan, debt consolidation loan",,10,7.81,,standard,,,no,,1147.5509965383244,unknown,468.4314668996042,2023-05-01,
